ticks;name;search_competence;remove_competence;rescue_competence;search_willingness;remove_willingness;rescue_willingness
138;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
139;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
140;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
141;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
142;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
143;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
144;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
145;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
146;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
147;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
148;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
149;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
150;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
151;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
152;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
153;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
154;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
155;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
156;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
157;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
158;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
159;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
160;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
161;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
162;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
163;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
164;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
165;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
166;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
167;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
168;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
169;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
170;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
171;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
172;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
173;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
174;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
175;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
176;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
177;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
178;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
179;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
180;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
181;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
182;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
183;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
184;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
185;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
186;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
187;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
188;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
189;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
190;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
191;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
192;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
193;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
194;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
195;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
196;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
197;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
198;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
199;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
200;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
201;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
202;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
203;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
204;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
205;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
206;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
207;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
208;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
209;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
210;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
211;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
212;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
213;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
214;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
215;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
216;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
217;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
218;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
219;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
220;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
221;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
222;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
223;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
224;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
225;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
226;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
227;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
228;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
229;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
230;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
231;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
232;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
233;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
234;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
235;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
236;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
237;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
238;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
239;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
240;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
241;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
242;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
243;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
244;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
245;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
246;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
247;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
248;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
249;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
250;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
251;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
252;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
253;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
254;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
255;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
256;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
257;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
258;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
259;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
260;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
261;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
262;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
263;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
264;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
265;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
266;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
267;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
268;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
269;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
270;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
271;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
272;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
273;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
274;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
275;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
276;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
277;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
278;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
279;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
280;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
281;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
282;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
283;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
284;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
285;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
286;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
287;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
288;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
289;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
290;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
291;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
292;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
293;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
294;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
295;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
296;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
297;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
298;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
299;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
300;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
301;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
302;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
303;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
304;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
305;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
306;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
307;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
308;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
309;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
310;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
311;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
312;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
313;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
314;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
315;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
316;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
317;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
318;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
319;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
320;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
321;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
322;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
323;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
324;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
325;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
326;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
327;Delilah;0.7;0.39999999999999997;1.0;0.8999999999999999;0.6;-1.0
